text,clean_text,label,binary_label
"Setelah diterima menjadi mahasiswa Psikologi Universitas Udayana, saya mengatakan ke pada diri saya bahwa ""$saya harus menjadi mahasiswa yang aktif dan berprestasi hingga bisa menjadi kebanggaan dan dapat bermanfaat untuk lingkungan,orang tua dan diri saya sendiri$.""","setelah diterima menjadi mahasiswa psikologi universitas udayana, saya mengatakan ke pada diri saya bahwa ""$saya harus menjadi mahasiswa yang aktif dan berprestasi hingga bisa menjadi kebanggaan dan dapat bermanfaat untuk lingkungan,orang tua dan diri saya sendiri$.""",Should statement,Ya
"Gungde melihat temannya dari jarak agak jauh dan melambai pada temannya. Temannya ternyata tidak membalas lambaiannya padahal mereka saling bertatapan. Gungde berpikir “temanku itu tidak menyukaiku lagi”. Setelah sekian lama berpikir bahwa temannya tidak menyukainya, Gungde memberanikan diri bertanya pada teman itu. Ternyata temannya tidak memakai kaca mata saat itu sehingga tidak mengenalinya.","gungde melihat temannya dari jarak agak jauh dan melambai pada temannya. temannya ternyata tidak membalas lambaiannya padahal mereka saling bertatapan. gungde berpikir “temanku itu tidak menyukaiku lagi”. setelah sekian lama berpikir bahwa temannya tidak menyukainya, gungde memberanikan diri bertanya pada teman itu. ternyata temannya tidak memakai kaca mata saat itu sehingga tidak mengenalinya.",No Distortion,Tidak
$aku sempat melabel diriku adalah orang yang gagal$ & tidak pernah mendapatkan apa yang aku mau karena tidak mendapatkan sekolah/ptn yang aku perjuangin dari awal,$aku sempat melabel diriku adalah orang yang gagal$ & tidak pernah mendapatkan apa yang aku mau karena tidak mendapatkan sekolah/ptn yang aku perjuangin dari awal,Labeling,Ya
Saya berfikir jika tidak lolos MBKM maka masa depan saya akan suram. Untungnya saya lolos MBKM.,saya berfikir jika tidak lolos mbkm maka masa depan saya akan suram. untungnya saya lolos mbkm.,All-or-nothing,Ya
"$dia tidak bisa melalukannya, saya berfikir saya juga tidak bisa melakukannya$","$dia tidak bisa melalukannya, saya berfikir saya juga tidak bisa melakukannya$",Labeling,Ya
"Kalah perlombaan di sekolah, saat itu $saya merasa saya tidak berguna untuk ikut-ikut lomba lagi karena merasa akan kalah lagi.$","kalah perlombaan di sekolah, saat itu $saya merasa saya tidak berguna untuk ikut-ikut lomba lagi karena merasa akan kalah lagi.$",Overgeneralization,Ya
Saya pernah menuduh teman saya mengambil pensil saya karena dia duduk di samping saya padahal itu hanya umpama saya saja,saya pernah menuduh teman saya mengambil pensil saya karena dia duduk di samping saya padahal itu hanya umpama saya saja,No Distortion,Tidak
"Selama SD, SMP, dan SMA awal $saya merasa akan sendiri selamanya$ karena tidak pernah merasakan yang namanya pacaran selama belasan tahun, bahkan tidak terpikirkan sama sekali untuk itu.","selama sd, smp, dan sma awal $saya merasa akan sendiri selamanya$ karena tidak pernah merasakan yang namanya pacaran selama belasan tahun, bahkan tidak terpikirkan sama sekali untuk itu.",Fortune-telling,Ya
"Dalam hubungan asmara, saya tidak pernah menginjak status ‘pacaran’ jadi hanya sebatas dekat atau hubungan tanpa status, $hal tersebut membuat saya berpikir bahwa hubungan asmara yang serius tidak akn pernah terjadi pada saya.$","dalam hubungan asmara, saya tidak pernah menginjak status ‘pacaran’ jadi hanya sebatas dekat atau hubungan tanpa status, $hal tersebut membuat saya berpikir bahwa hubungan asmara yang serius tidak akn pernah terjadi pada saya.$",Overgeneralization,Ya
"Walaupun saya benci IPA, mungkin $seharusnya saya belajar lebih giat lagi$","walaupun saya benci ipa, mungkin $seharusnya saya belajar lebih giat lagi$",Should statement,Ya
Sering bgt kek banyak spekulasi2 negatif juga ke orang-orang walaupun belum tentu bener,sering bgt kek banyak spekulasi2 negatif juga ke orang-orang walaupun belum tentu bener,No Distortion,Tidak
"$Semua orang memuji saya ketika tim saya memenangi sebuah perlombaan yang cukup bergengsi, namun nenek saya tidak pernah memuji saya dan bahkan mengkritisi saya dan menganggap apa yang saya perjuangkan merupakan hal yang sia-sia. Saya selalu menganggap itu secara negatif, saya mempertanyakan diri sendiri dan menganggap apakah saya hanya membuang-buang waktu$ atau saya memang sudah melakukan yang terbaik/memilih hal terbaik?","$semua orang memuji saya ketika tim saya memenangi sebuah perlombaan yang cukup bergengsi, namun nenek saya tidak pernah memuji saya dan bahkan mengkritisi saya dan menganggap apa yang saya perjuangkan merupakan hal yang sia-sia. saya selalu menganggap itu secara negatif, saya mempertanyakan diri sendiri dan menganggap apakah saya hanya membuang-buang waktu$ atau saya memang sudah melakukan yang terbaik/memilih hal terbaik?",Mental filter,Ya
Kadang dalam melakukan kegiatan saya melakukan kesalahan yang kecil namun saya berfikir bahwa kesalahan yang saya buat sangat fatal,kadang dalam melakukan kegiatan saya melakukan kesalahan yang kecil namun saya berfikir bahwa kesalahan yang saya buat sangat fatal,No Distortion,Tidak
"$Ketua panitia dan struktur kepanitian lain berterimakasih atas design saya namun teman saya yang lain menggap itu adalah design anak sd yang membuat saya mempertanyakan ""apakah saya bisa mendesign""$","$ketua panitia dan struktur kepanitian lain berterimakasih atas design saya namun teman saya yang lain menggap itu adalah design anak sd yang membuat saya mempertanyakan ""apakah saya bisa mendesign""$",Mental filter,Ya
"$Saya pernah berpikir bahwa seseorang tidak menyukaiku$, pada saat saya menanyakan kebenaran tersebut, ternyata ia juga tidak berani menyapa saya karena wajah saya yang terkesan jutek.","$saya pernah berpikir bahwa seseorang tidak menyukaiku$, pada saat saya menanyakan kebenaran tersebut, ternyata ia juga tidak berani menyapa saya karena wajah saya yang terkesan jutek.",Mind Reading,Ya
"Ketika ingin mengikuti event atau perlombaan saya akan merasa bahwa $""saya tidak akan bisa tampil dengan baik"" karena di event sebelumnya terjadi hal yang tidak diinginkan.$","ketika ingin mengikuti event atau perlombaan saya akan merasa bahwa $""saya tidak akan bisa tampil dengan baik"" karena di event sebelumnya terjadi hal yang tidak diinginkan.$",Overgeneralization,Ya
"$setelah perlombaan Tim, seharusnya saya bermain lebih baik$. kemudian saya berhenti bermain selama 1 bulan karene peraşadan bersalah itu","$setelah perlombaan tim, seharusnya saya bermain lebih baik$. kemudian saya berhenti bermain selama 1 bulan karene peraşadan bersalah itu",Should statement,Ya
"$Seharusnya aku bisa dapat IPK 4$, asalkan dosen memberikan transparansi nilai saat itu","$seharusnya aku bisa dapat ipk 4$, asalkan dosen memberikan transparansi nilai saat itu",Should statement,Ya
Saat mendapatkan nilai yang kurang dari 90 di ujian Bahasa Inggris dan merasa sangat kecewa dengan hasilnya,saat mendapatkan nilai yang kurang dari 90 di ujian bahasa inggris dan merasa sangat kecewa dengan hasilnya,No Distortion,Tidak
Ketika saya mendapatkan bantuan berupa uang dan nama telah di baca tapi orang lain yang menerima nya,ketika saya mendapatkan bantuan berupa uang dan nama telah di baca tapi orang lain yang menerima nya,No Distortion,Tidak
"saat mengikuti lomba tarik tambang di sekolah, $saya seharusnya tidak ikut menjadi peserta dan membuat kelas saya kalah$","saat mengikuti lomba tarik tambang di sekolah, $saya seharusnya tidak ikut menjadi peserta dan membuat kelas saya kalah$",Should statement,Ya
teman saya terus bergosip tentang hal yang mengganggu pemikirannya sendiri dan apa yang dia ceritakan tentang orang lain adalah sifat buruknya yang tidak bisa dia sadari dan terima.,teman saya terus bergosip tentang hal yang mengganggu pemikirannya sendiri dan apa yang dia ceritakan tentang orang lain adalah sifat buruknya yang tidak bisa dia sadari dan terima.,No Distortion,Tidak
Ini sesuai dengan G4 pas presntasi saya kesulitan dalam menjawab pertanyaan,ini sesuai dengan g4 pas presntasi saya kesulitan dalam menjawab pertanyaan,No Distortion,Tidak
"Sebelum utbk, progres skor saya memuaskan, saya percaya diri dengan kemampuan saya. Tetapi, saat skor utk kemarin muncul, skornya mepeset dari perkiraan saya, dan $saya merasa gagal dalam usaha saya selama ini.$","sebelum utbk, progres skor saya memuaskan, saya percaya diri dengan kemampuan saya. tetapi, saat skor utk kemarin muncul, skornya mepeset dari perkiraan saya, dan $saya merasa gagal dalam usaha saya selama ini.$",Labeling,Ya
"Saya memiliki tingkat kebersihan yang tinggi
Di dalam Rumah tapi ketika kebersihan tidak memuaskan saya merasa kecewa",saya memiliki tingkat kebersihan yang tinggi di dalam rumah tapi ketika kebersihan tidak memuaskan saya merasa kecewa,No Distortion,Tidak
"Suatu saat, saya memiliki pemikiran yang memberikan label negatif pada diri saya sendiri ketika saya gagal dalam sebuah ujian yang sangat penting. $Saya merasa bahwa saya adalah seorang yang tidak kompeten dan bodoh$ karena tidak berhasil melewati ujian tersebut. Pemikiran negatif ini membuat saya merasa rendah diri dan cemas.","suatu saat, saya memiliki pemikiran yang memberikan label negatif pada diri saya sendiri ketika saya gagal dalam sebuah ujian yang sangat penting. $saya merasa bahwa saya adalah seorang yang tidak kompeten dan bodoh$ karena tidak berhasil melewati ujian tersebut. pemikiran negatif ini membuat saya merasa rendah diri dan cemas.",Labeling,Ya
saat dulu mau kuliah diluar bali orangtua tidak setuju tapinkslo lulus tes snbt saya boleh diluar bali. tapi ternyata tidak lulus di universitas yang saya mau lalu saya tidak berjuang di univ yang saya mau saat mandiri,saat dulu mau kuliah diluar bali orangtua tidak setuju tapinkslo lulus tes snbt saya boleh diluar bali. tapi ternyata tidak lulus di universitas yang saya mau lalu saya tidak berjuang di univ yang saya mau saat mandiri,No Distortion,Tidak
"Saya pernah mendapatkan nilai besar pada mata pelajaran yang tidak terlalu saya sukai, yaitu seni budaya. Tugasnya pada saat itu adalah menganalisis hasil karya seni rupa. $Nilai besar saya dapatkan terus-menerus dan saya menolak mengakui hal tersebut karena dapat dikatakan pelajaran seni budaya ini lumayan mudah jika dibandingkan dengan matematika$. Oleh karena itu, tidak ada rasa kepuasan saat mengetahui nilai akhir seni budaya yang lumayan tinggi.","saya pernah mendapatkan nilai besar pada mata pelajaran yang tidak terlalu saya sukai, yaitu seni budaya. tugasnya pada saat itu adalah menganalisis hasil karya seni rupa. $nilai besar saya dapatkan terus-menerus dan saya menolak mengakui hal tersebut karena dapat dikatakan pelajaran seni budaya ini lumayan mudah jika dibandingkan dengan matematika$. oleh karena itu, tidak ada rasa kepuasan saat mengetahui nilai akhir seni budaya yang lumayan tinggi.",Discounting the positives,Ya
"Ketika saya menyukai seseorang dan orang yang saya sukai sangat akrab dengan orang lain sementara ketika bersama saya dia menjadi kaku, cuek dan tidak seramah bersama orang lain $saya beranggapan bahwa dia memang tidak menyukai saya dan tidak mau berinteraksi dengan saya karena perasaan saya mengatakan demikian.$","ketika saya menyukai seseorang dan orang yang saya sukai sangat akrab dengan orang lain sementara ketika bersama saya dia menjadi kaku, cuek dan tidak seramah bersama orang lain $saya beranggapan bahwa dia memang tidak menyukai saya dan tidak mau berinteraksi dengan saya karena perasaan saya mengatakan demikian.$",Emotional Reasoning,Ya
"Saat saya tidak lulus masuk univ yang dimana itu merupakan univ impian saya, $saya merasa seseorang yang gagal.$","saat saya tidak lulus masuk univ yang dimana itu merupakan univ impian saya, $saya merasa seseorang yang gagal.$",Labeling,Ya
Saya juga merasakan hal yang sama $ketika hasil presentasi yang saya dan kelompok saya buat ternyata salah. Saya menyalahkan diri saya sendiri$,saya juga merasakan hal yang sama $ketika hasil presentasi yang saya dan kelompok saya buat ternyata salah. saya menyalahkan diri saya sendiri$,Personalization and Blame,Ya
"Tidak melaksanakan kp tepat pada waktunya, terus kepikiran atas hal tersebut","tidak melaksanakan kp tepat pada waktunya, terus kepikiran atas hal tersebut",No Distortion,Tidak
saya tidak pernah mengalami hal demikian,saya tidak pernah mengalami hal demikian,No Distortion,Tidak
"Karena peristiwa mabuk saat malam hingga saya tidak mengikuti kuliah di hari esok, saya sampai mengatai diri saya sendiri seperti $""saya bodoh, goblok, tolol, dll""$","karena peristiwa mabuk saat malam hingga saya tidak mengikuti kuliah di hari esok, saya sampai mengatai diri saya sendiri seperti $""saya bodoh, goblok, tolol, dll""$",Labeling,Ya
Saya merasa kalimat ini seperti perintah untuk pergi.,saya merasa kalimat ini seperti perintah untuk pergi.,Emotional Reasoning,Ya
Saya pernah merasa ditolak dalam kelompok kerja kelompok.,saya pernah merasa ditolak dalam kelompok kerja kelompok.,Emotional Reasoning,Ya
"Saya menyesal tidak bisa masuk ke jurusan yang saya impikan, walaupun saya sudah berusaha dengan sungguh-sungguh. Tapi sampai detik ini saya masih menyesal kenapa saya tidak bisa masuk ke jurusan impian saya. Saya terus menyalahkan diri saya karena saya pikir saya kurang belajar dan sungguh-sungguh.","saya menyesal tidak bisa masuk ke jurusan yang saya impikan, walaupun saya sudah berusaha dengan sungguh-sungguh. tapi sampai detik ini saya masih menyesal kenapa saya tidak bisa masuk ke jurusan impian saya. saya terus menyalahkan diri saya karena saya pikir saya kurang belajar dan sungguh-sungguh.",Discounting the positives,Ya
"Dalam kehidupan saya, $peristiwa yang membuat saya berpikir bahwa saya adalah penyebab suatu masalah yaitu saat orang tua saya berdebat.$ Mereka membahas permasalahan ekonomi, yang dimana saat itu bertepatan dengan pembayaran uang kuliah tunggal saya.","dalam kehidupan saya, $peristiwa yang membuat saya berpikir bahwa saya adalah penyebab suatu masalah yaitu saat orang tua saya berdebat.$ mereka membahas permasalahan ekonomi, yang dimana saat itu bertepatan dengan pembayaran uang kuliah tunggal saya.",Mind Reading,Ya
"Ketika kepanitiaan tidak mendapatkan dana yg cukup, $saya menyalahkan diri karena tidak berhasil mendapatkan dana sponsor yang cukup$","ketika kepanitiaan tidak mendapatkan dana yg cukup, $saya menyalahkan diri karena tidak berhasil mendapatkan dana sponsor yang cukup$",Personalization and Blame,Ya
"saya terus gagal untuk menggapai komunikasi bersama orang yang saya sayang. dia pergi karena suatu hari saya ceroboh akan sikap saya sehingga itu yang mentriggered dia untuk meninggalkan saya. sampai sekarang saya merasa saya sangat kesepian dan merasa saya sangat hancur terhadap perlakuan saya ke orang orang sehingga saya hanya perlu dia untuk bicara kepada saya, komunikasi supaya saya bisa jelaskan semuanya kepada dia dan membetulkan diri saya sendiri.","saya terus gagal untuk menggapai komunikasi bersama orang yang saya sayang. dia pergi karena suatu hari saya ceroboh akan sikap saya sehingga itu yang mentriggered dia untuk meninggalkan saya. sampai sekarang saya merasa saya sangat kesepian dan merasa saya sangat hancur terhadap perlakuan saya ke orang orang sehingga saya hanya perlu dia untuk bicara kepada saya, komunikasi supaya saya bisa jelaskan semuanya kepada dia dan membetulkan diri saya sendiri.",No Distortion,Tidak
