text,clean_text,label,label_final,binary_label,label_merge
"Ketika saya menjadi koordinator dalam suatu organisasi, anggota saya melakukan satu kesalahan yang menurut saya cukup berdampak. Meskipun tugas tersebut saya berikan kepadanya namun saya sebagai koordinator merasa ikut bersalah atas kejadian tersebut.","ketika saya menjadi koordinator dalam suatu organisasi, anggota saya melakukan satu kesalahan yang menurut saya cukup berdampak. meskipun tugas tersebut saya berikan kepadanya namun saya sebagai koordinator merasa ikut bersalah atas kejadian tersebut.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"saya tidak suka & tidak bisa makan makanan pedas, $jika di hadapan saya hanya ada makanan pedas saya lebih memilih tidak makan.$","saya tidak suka & tidak bisa makan makanan pedas, $jika di hadapan saya hanya ada makanan pedas saya lebih memilih tidak makan.$",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
$Saya tidak berelasi dengan siapapun yg menolak saya$,$saya tidak berelasi dengan siapapun yg menolak saya$,All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
"Semakin kesini saya semakin berusaha untuk menyaring informasi dan mempertimbangkan informasi tersebut melalui berbagai sudut pandang. Hal ini membantu kita untuk melihat apakah informasi tersebut memberikan poin positif atau negatif yang lebih banyak. Ketika kita sudah mengetahui jika ada hal negatif yang muncul, kita bisa mencari tau mengapa bisa dan mengingat hal positif yang juga didapatkan.","semakin kesini saya semakin berusaha untuk menyaring informasi dan mempertimbangkan informasi tersebut melalui berbagai sudut pandang. hal ini membantu kita untuk melihat apakah informasi tersebut memberikan poin positif atau negatif yang lebih banyak. ketika kita sudah mengetahui jika ada hal negatif yang muncul, kita bisa mencari tau mengapa bisa dan mengingat hal positif yang juga didapatkan.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Seperti cerita saya sebelumnya tentang perjuangan mencari sekolah kedinasan demi suatu kebanggaan, saya dituntut untuk mempuni dari segi akademis, fisik dan psikis. Saya orang yang tidak terbiasa dengan olahraga apalagi dengan target tertentu misalnya lari 12 menit 2000m lebih, push up 1 menit sebanyak 30kali bahkan lebih, sit up 1 menit sebanyak 45 kali bahkan lebih, dan chinning 1 menit sebanyak 70 kali. Saya sebagai seorang yang akan mencoba selalu dibayangi dengan ketidakbisaan melakukan hal tersebut sesuai target","seperti cerita saya sebelumnya tentang perjuangan mencari sekolah kedinasan demi suatu kebanggaan, saya dituntut untuk mempuni dari segi akademis, fisik dan psikis. saya orang yang tidak terbiasa dengan olahraga apalagi dengan target tertentu misalnya lari 12 menit 2000m lebih, push up 1 menit sebanyak 30kali bahkan lebih, sit up 1 menit sebanyak 45 kali bahkan lebih, dan chinning 1 menit sebanyak 70 kali. saya sebagai seorang yang akan mencoba selalu dibayangi dengan ketidakbisaan melakukan hal tersebut sesuai target",No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya berfikir akan gagal melakukan ukk ini dulu semasih smk,saya berfikir akan gagal melakukan ukk ini dulu semasih smk,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Dalam mengerjakan sesuatu, saya pernah mendapatkan banyak pujian dan sedikit komentar yang buruk. $Yang saya pikirkan adalah komentar buruknya bukan pujiannya$ tetapi dengan saya memikirkan komentar yang buruk membuat saya dapat mengevaluasi diri saya sendiri untuk lebih baik kedepannya","dalam mengerjakan sesuatu, saya pernah mendapatkan banyak pujian dan sedikit komentar yang buruk. $yang saya pikirkan adalah komentar buruknya bukan pujiannya$ tetapi dengan saya memikirkan komentar yang buruk membuat saya dapat mengevaluasi diri saya sendiri untuk lebih baik kedepannya",Mental filter,Mental filter,Ya,Mental filter → Ya
"Saya mempunyai mantan, mantan saya ini menjadikan saya seorang selingkuhan dimana posisinya saya juga tidak tau bahwa saya seorang selingkuhan, dan sekarang dia mengajak untuk balikan tetapi saya bingung apakah jika saya terima akan berhasil atau saya tolak yang artinya hubungan saya dengan dia akan ter cut off","saya mempunyai mantan, mantan saya ini menjadikan saya seorang selingkuhan dimana posisinya saya juga tidak tau bahwa saya seorang selingkuhan, dan sekarang dia mengajak untuk balikan tetapi saya bingung apakah jika saya terima akan berhasil atau saya tolak yang artinya hubungan saya dengan dia akan ter cut off",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Ini sering terjadi saat saya bermain game. Jadi kadang di suatu match permainan, saya bermain dengan bagus. Saat itu $saya merasa kalau itu bukanlah saya yang pandai, tetapi musuh saya yang memang kurang pandai bermain.$","ini sering terjadi saat saya bermain game. jadi kadang di suatu match permainan, saya bermain dengan bagus. saat itu $saya merasa kalau itu bukanlah saya yang pandai, tetapi musuh saya yang memang kurang pandai bermain.$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"Saat presentasi kimia berkelompok, saya bertugas untuk membuat ppt nya saat itu jadwal saya cukup padat dan materi yang kami dapatkan tidak begitu saya mengerti. Tugas saya dalam membuat ppt hanya di bagian menghias sementara teman saya yang lain ada yang bertugas untuk mencari materi untuk dimasukkan ke ppt dan makalah. Saat hari presentasi ada beberapa bagain ppt yang materinya kurang tepat dan dikritik oleh guru $hal itu membuat saya terus memikirkan kritik yang diberikan padahal teman - teman saya mengatakan kalau ppt yang saya buat sudah bagus dan kesalahannya bukanlah keselahan yang fatal.$","saat presentasi kimia berkelompok, saya bertugas untuk membuat ppt nya saat itu jadwal saya cukup padat dan materi yang kami dapatkan tidak begitu saya mengerti. tugas saya dalam membuat ppt hanya di bagian menghias sementara teman saya yang lain ada yang bertugas untuk mencari materi untuk dimasukkan ke ppt dan makalah. saat hari presentasi ada beberapa bagain ppt yang materinya kurang tepat dan dikritik oleh guru $hal itu membuat saya terus memikirkan kritik yang diberikan padahal teman - teman saya mengatakan kalau ppt yang saya buat sudah bagus dan kesalahannya bukanlah keselahan yang fatal.$",Mental filter,Mental filter,Ya,Mental filter → Ya
Pada saat saya mendapatkan Ipk diatas 3. $saya rasa itu hanya sebuah nilai yang semuanya orang bisa dapatkan$,pada saat saya mendapatkan ipk diatas 3. $saya rasa itu hanya sebuah nilai yang semuanya orang bisa dapatkan$,Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"Ketika mendapatkan dosen pembimbing yang salah mengartikan chat saya, jadi saya membuat janji temu. Namun tidak ada respon dan saya terus memfollow up seminggu sekali sampai minggu ketiga namun dosen itu malah marah2","ketika mendapatkan dosen pembimbing yang salah mengartikan chat saya, jadi saya membuat janji temu. namun tidak ada respon dan saya terus memfollow up seminggu sekali sampai minggu ketiga namun dosen itu malah marah2",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saat teman saya tidak pernah menghubungi saya tapi dia aktif di sosmed, $saya kira dia sudah tidak ingin berteman dengan saya$, ternyata chat saya tenggelam karena banyaknya chat dari rekan kerja dan lainya","saat teman saya tidak pernah menghubungi saya tapi dia aktif di sosmed, $saya kira dia sudah tidak ingin berteman dengan saya$, ternyata chat saya tenggelam karena banyaknya chat dari rekan kerja dan lainya",Mind Reading,Jumping to Conclusions,Ya,Mind Reading → Ya
"Saya perna mengikuti organisasi dan disitu saya di tegur agar lebih baik lagi, dan saya terus memikir kannnya. Apakah saya pantas tidak ikut dalam organisasi tersebut","saya perna mengikuti organisasi dan disitu saya di tegur agar lebih baik lagi, dan saya terus memikir kannnya. apakah saya pantas tidak ikut dalam organisasi tersebut",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah memiliki pertanyaan yang ingin saya tanyakan ke nenek, namun saat itu saya ragu untuk menanyakan hal tersebut. Hingga tak lama kemudian nenek saya meninggal dunia. $Seharusnya saat itu saya langsung menanyakan hal tersebut.$ Hingga saat ini saya belum dan tidak akan pernah menemukan jawabannya","saya pernah memiliki pertanyaan yang ingin saya tanyakan ke nenek, namun saat itu saya ragu untuk menanyakan hal tersebut. hingga tak lama kemudian nenek saya meninggal dunia. $seharusnya saat itu saya langsung menanyakan hal tersebut.$ hingga saat ini saya belum dan tidak akan pernah menemukan jawabannya",Should statement,Should statement,Ya,Should statement → Ya
saya pernah menganggap seseorang bersalah padahal saya tau dari cerita seseorang dan tidak melihat kenyataannya langsung.,saya pernah menganggap seseorang bersalah padahal saya tau dari cerita seseorang dan tidak melihat kenyataannya langsung.,No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya pernah mendapat nilai yang memuaskan, tetapi $menurut saya itu adalah hal yang biasa saja karena satu kelas saya juga mendapat nilai yang memuaskan$","saya pernah mendapat nilai yang memuaskan, tetapi $menurut saya itu adalah hal yang biasa saja karena satu kelas saya juga mendapat nilai yang memuaskan$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"$Saya orang yang malas,$ karena saya tidak punya pekerjaan","$saya orang yang malas,$ karena saya tidak punya pekerjaan",Labeling,All-or-nothing,Ya,Labeling → Ya
Hal yang paling mengesalkan adalah ketika orang disekitar saya memberikan sudut pandang buruk kepada keluarga saya dimana saya akan memfokuskan pemikiran akan sudut pandang negatif yang dilayangkan kepada keluarga saya,hal yang paling mengesalkan adalah ketika orang disekitar saya memberikan sudut pandang buruk kepada keluarga saya dimana saya akan memfokuskan pemikiran akan sudut pandang negatif yang dilayangkan kepada keluarga saya,No Distortion,No Distortion,Tidak,No Distortion → Tidak
saya pernah membuat ortu saya berantem karena saya membuat kesalahan dan saya merasa saya yang salah.,saya pernah membuat ortu saya berantem karena saya membuat kesalahan dan saya merasa saya yang salah.,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
"Saya sering berdebat dengan pacar saya karena masalah kecil, tetapi pacar saya tidak terima dengan pendapat saya, sehingga masalah yang kecil, menjadi lebih besar","saya sering berdebat dengan pacar saya karena masalah kecil, tetapi pacar saya tidak terima dengan pendapat saya, sehingga masalah yang kecil, menjadi lebih besar",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"jauh hari sebelum ulang tahun saya, saya ingin makan bersama dengan keluarga mereka suda setuju dan sampai ambil libur kerja lalu pas hari ultah ternyata teman saya surprise in saya dan langsung diajak pergi, jadinya saya gajadi pergi makan bersama mama papa saya dan saya merasa bersalah karena teman saya datang jadi mereka rugi untuk cari libur. walaupun mereka ga marah dan malah suruh saya pergi sama teman teman.","jauh hari sebelum ulang tahun saya, saya ingin makan bersama dengan keluarga mereka suda setuju dan sampai ambil libur kerja lalu pas hari ultah ternyata teman saya surprise in saya dan langsung diajak pergi, jadinya saya gajadi pergi makan bersama mama papa saya dan saya merasa bersalah karena teman saya datang jadi mereka rugi untuk cari libur. walaupun mereka ga marah dan malah suruh saya pergi sama teman teman.",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Saya tidak pernah merasa puas ketika ada orang yang memuji saya cantik, karena saya selalu merasa bahwa saya tidak seperti itu. $saya berpikir bisa saja mereka menilai saya cantik karena saya memakai make up, atau sedang memakai baju bagus.$","saya tidak pernah merasa puas ketika ada orang yang memuji saya cantik, karena saya selalu merasa bahwa saya tidak seperti itu. $saya berpikir bisa saja mereka menilai saya cantik karena saya memakai make up, atau sedang memakai baju bagus.$",Discounting the positives,Discounting the positives,Ya,Discounting the positives → Ya
"aku pernah berada di toxic relationship, $setelah aku selesai dari toxic relationship aku selalu melihat kalau aku menjalin hubungan lagi aku bakal ada di toxic relationship lagi$","aku pernah berada di toxic relationship, $setelah aku selesai dari toxic relationship aku selalu melihat kalau aku menjalin hubungan lagi aku bakal ada di toxic relationship lagi$",Overgeneralization,Jumping to Conclusions,Ya,Overgeneralization → Ya
Tidak pernah karena saya selalu beryukur jika mengalami hal positif dalam hidup saya🙏,tidak pernah karena saya selalu beryukur jika mengalami hal positif dalam hidup saya🙏,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Saya perna putus dengan pacarnya saya dan saya berpikir bahwa tidak akan perna mendapatkan pacar seperti dia lagi,saya perna putus dengan pacarnya saya dan saya berpikir bahwa tidak akan perna mendapatkan pacar seperti dia lagi,No Distortion,No Distortion,Tidak,No Distortion → Tidak
Melihat paradigma adik saya pada saat membaca $hasil semesternya yang 90% mendapat hasil A namun 1 mendapat B+ ia merasa gelisah dan terus memikirkan satu perbedaan nilai tersebut bahkan mengabaikan bahwa nilai pada mata kuliah lainnya dia mendapat A semua.$,melihat paradigma adik saya pada saat membaca $hasil semesternya yang 90% mendapat hasil a namun 1 mendapat b+ ia merasa gelisah dan terus memikirkan satu perbedaan nilai tersebut bahkan mengabaikan bahwa nilai pada mata kuliah lainnya dia mendapat a semua.$,Mental filter,Mental filter,Ya,Mental filter → Ya
"Saat sedang bermain bersama teman, seringkali mengeluarkan kalimat yang tidak terduga dan berpikir tentang seharusnya tidak mengatakan itu","saat sedang bermain bersama teman, seringkali mengeluarkan kalimat yang tidak terduga dan berpikir tentang seharusnya tidak mengatakan itu",No Distortion,No Distortion,Tidak,No Distortion → Tidak
"Aku hanya ingin makan makanan yang sesuai dengan keinginan dan seleraku, dan lebih dari itu aku tidak makan sama sekali.","aku hanya ingin makan makanan yang sesuai dengan keinginan dan seleraku, dan lebih dari itu aku tidak makan sama sekali.",All-or-nothing,All-or-nothing,Ya,All-or-nothing → Ya
Saya pernah merasa bersalah saat tim futsal saya kalah di turnamen,saya pernah merasa bersalah saat tim futsal saya kalah di turnamen,Personalization and Blame,Personalization and Blame,Ya,Personalization and Blame → Ya
$seharusnya saya membeli motor daripada sepeda listrik$,$seharusnya saya membeli motor daripada sepeda listrik$,Should statement,Should statement,Ya,Should statement → Ya
$aku sempat melabel diriku adalah orang yang gagal$ & tidak pernah mendapatkan apa yang aku mau karena tidak mendapatkan sekolah/ptn yang aku perjuangin dari awal,$aku sempat melabel diriku adalah orang yang gagal$ & tidak pernah mendapatkan apa yang aku mau karena tidak mendapatkan sekolah/ptn yang aku perjuangin dari awal,Labeling,All-or-nothing,Ya,Labeling → Ya
